Hotel Name,Review
Hyatt Place Chicago Medical/University District,"Great hotel has a great buffet breakfast would definitely stay here again Everything was great!! The staff was very nice, the whole hotel was clean. Bed was very comfortable and the shower was perfect!! Had a great stay would definitely book here again Did not have any issues!"
Hyatt Place Chicago Medical/University District,Exceptional The room was very large.
Hyatt Place Chicago Medical/University District,Very Good Breakfast pre marathon was not good unfortunately
Hyatt Place Chicago Medical/University District,"Exceptional Location, breakfast, cleanliness"
Central Loop Hotel,Wonderful Customer Service was excellent when checking in All good
Central Loop Hotel,Good Loop Hotel Great location y really Nice staff. TV was not working
Central Loop Hotel,Very nice hotel in a great location I would recommend to anyone It was in a great location near everywhere central very easy to commute from I couldn’t pick a better location Nothing
Central Loop Hotel,"Great hotel, good location, nice staff, but some very tiny rooms. Wonderful location, between the railroad station and the waterfront. It’s very clean, has water filling stations, washer/dryers for guests to use without charge, and generous check in and out policies. We stayed twice within three weeks. Our first room was the smallest hotel room I’ve ever stayed in, and very tight for two people. When we stayed the 2nd time, the room was twice the size, and had a fridge and microwave. It was very comfortable."
Central Loop Hotel,I enjoyed my stay there and will definitely return and recommend the hotel to my family and friends The location was terrific. I had a street view room which I loved.There was a water station on every floor with plastic water bottles provided. The room was spacious and comfortable. There was a mini fridge and a microwave in the room. The shower big enough for two with good water pressure. There was a noise coming from the vent which made it difficult to sleep some nights.
Central Loop Hotel,Good choice and good value. Location is great for train and theater.
Central Loop Hotel,Great location! The location is great. Very close to train stations and you can walk pretty much to any touristic site from there. If you don’t like to walk there is also a bike station where you can rent/return the bike or scooter if you feel like touring around with it. I thought the room would be a little bigger and the mattress was too soft for me and my husband.
Central Loop Hotel,Nice staff Convenient location None
Central Loop Hotel,"Good stay but always room for improvement. The room was clean, had all basic items needed for my stay and breakfast was good as well. I would just advise different breakfast options that do not include diary. The rooms came with a coffee maker but no free pods or any tea bags. I wish the room had come with some tea and basic items to make it like sugar or honey. I also wish there was a sign about how you need to obtain water at a filling station outside the room. I would much rather have a complimentary bottle of water in the room or a sign about the water. I also would have liked a sign in the room about the wifi and how to get access."
Central Loop Hotel,"A great choice in Chicago Super clean, super quiet, super comfortable. No breakfast -- but no big deal."
River Hotel,Wonderful The view 
River Hotel,"Best value for money - very practical Practical, drinking water fountain in corridor, free washing machines, full equipped kitchenette
Not posh, but clean and practical No breakfast option"
River Hotel,"Wonderful The hotel location is excellent. The room is well equipped, except for the kitchen, which didn't have drinking glasses."
River Hotel,My go to place when in Chicago. Perfect location for me to get to work. Things in the area were conveniently walking distance. The gym on site was perfect along with laundry. Perfect.
River Hotel,Very Good I like the location.
River Hotel,Very Good Great location. Free coffee. Helpful staff
River Hotel,"Great location; close to everything, wonderful staff great viees vomfy bed and great coffee machine on 2nd floor The location is excellent; so many excellent steakhouses nearby as well as River North neighborhood right across the bridge and so close to all the shops on N. Michigan Ave Stayed here 30 yrs ago for the view and it did not disappoint once again. Only wish they’d update the rooms already! But the beds are extremely comfy. Thank u to Ronnie. The SWEETEST, most hospitable and accommodating front desk clerk I’ve ever met! Until next time
Patrice Lack of updating bathrooms and carpeting in rooms"
River Hotel,"Given any small criticism, the River Hotel was great and a good value for it’s prime location The location was perfect. It was central to everything I wanted to do. I do wish that a simple breakfast of coffee, juice and fruit/pastries was included. The staff were so friendly and helpful. I would have appreciated a refrigerator in room. There wasn’t a restaurant. I understand that may be not profitable but something should be done with the space, given the lobby is small."
River Hotel,We will be back Great lace and great location
River Hotel,"Highly recommend this hotel! Great location, good size room, comfortable bed and great staff No bar or restaurant"
"Claridge House Chicago, Tapestry Collection by Hilton",Excellent location in Gold Coast Location 
"Claridge House Chicago, Tapestry Collection by Hilton",Nice hotel and location Location
"Claridge House Chicago, Tapestry Collection by Hilton",Really good overall It was nice. Clean and comfortable The elevator broke down and the stairs where a pain the day we checked out with our luggage
"Claridge House Chicago, Tapestry Collection by Hilton","Cozy Very quaint hotel! The staff was really kind and friendly. Lovely bar/breakfast area where we got acai bowls and coffee every morning. The area is really nice, lots of brick surrounding and felt cozy in general. The room was smaller than I anticipated, including the bathroom. The room was pretty basic with the bed, a small fridge thankfully, and a TV. We got used to it, but there's minimal space to hang your clothes and a bit tight in the bathroom. We had a nice view of the neighboring buildings and city though! Also there's a hotel fee where you can apply $10 to drinks/food daily which I guess worked out when we ate every morning?"
"Claridge House Chicago, Tapestry Collection by Hilton","Wonderful It was fantastic! The hotel staff is very dedicated to improving your stay.
They absolutely went above and beyond and must be commended.
The hotel is well located in a safe area and not too far away from attractions *not walking distance at night.
Building is well equipped, comfy, pleasing to the eyes.
Complimentary drink and in-room coffee machine, adds a vacation and convenience feel. For the price payed for two nights, it could very well have offer at least a small breakfast as well, or some sort of option in this regard."
"Claridge House Chicago, Tapestry Collection by Hilton","A great location in Chicago Very good view from the room and comfortable equipment. Quiet and pleasant location, close to the underground and the Lincoln park. There is no proper breakfast but you can go to a bagel restaurant next door which is really good."
"Claridge House Chicago, Tapestry Collection by Hilton","Very Good Great location, just near the city center. Comfortable bed, friendly personal."
"Claridge House Chicago, Tapestry Collection by Hilton","Very Good The location and general feel of the hotel was great. Although the amenity fee was described ahead of time, I would have preferred to have the option to exclude this. I didn't like hearing that Hyatt is in the process of purchasing the hotel. Anticipated price increases will likely prevent from us from returning."
"Claridge House Chicago, Tapestry Collection by Hilton","Wonderful Bed was very comfortable. Staff was very pleasant Bathroom was very small
Coffeemaker in room did not work properly"
"Claridge House Chicago, Tapestry Collection by Hilton",2 out of 3 of the bartenders where awesome. It had a wonderful smell when entering and very clean. The toilet in the handicap room was a low toilet. Toilets need upgraded to comfort height.
Crowne Plaza - Chicago West Loop by IHG,"We slept very well. I had a car and was very happy to have found a booking that included parking. Bathroom should have doors that close. The barn door style on a bathroom is disgusting and bad. Tub had a big crack the cleaning staff could not have missed, so the building is not getting the repairs it needs."
Crowne Plaza - Chicago West Loop by IHG,Great. Would stay again! Location. Ease of check in.
Crowne Plaza - Chicago West Loop by IHG,"Very Good The staff was so welcoming and informative of the area and city all together. Everyone was very friendly and accommodating! This isn't really on the hotel, this is the new hotel culture. Having to say how often you want cleaned up and items restocked. You're so used to it automatically being done in the past, you sort of expect it, but again...not on the hotel. You will have to let staff know."
Crowne Plaza - Chicago West Loop by IHG,"Recommended The coffee shop, food is all delicious
The surroundings, many choices of restaurants
Hotel is near to the bus station A bit too far to downtown"
Crowne Plaza - Chicago West Loop by IHG,"Great, highly recommend Good location, clean, comfortable and helpful staff Gap in bathroom door"
Crowne Plaza - Chicago West Loop by IHG,Overall a great stay. Close to Inited Center. Easy parking. Lobby could be updated. Small chairs could be placed on balcony.
Crowne Plaza - Chicago West Loop by IHG,"Reasonably priced and comfortable hotel in a nice little area of Chicago. Well lit and spacious rooms, comfortable beds. Good location for access to dining, etc….. (but too close to the hwy) Highway noise!
I was super tired so managed to fall asleep, but it really is loud. If you’re sensitive to that, bring a sound machine."
Crowne Plaza - Chicago West Loop by IHG,Overall a great place to stay within walking distance of metro Centrally located for our various family events - welcoming - very clean - good breakfasts Much waiting for the lifts
Crowne Plaza - Chicago West Loop by IHG,"Very Good Great location, comfortable bed, nice lobby Staff not so friendly at front desk. Garbage pails by the elevator in the lobby filled to the brim. Not a good show."
Crowne Plaza - Chicago West Loop by IHG,"Wonderful Excellent staff and very good breakfast.
Dinning area has a nice vive and inviting.
Wish we had atayed lomger
We were alsi allowed late check out Nothing to report"
Best Western Grant Park Hotel,"The location was great, the staff were great. The location was great, the staff were great. the bathroom was very clean but could benefit from a fresh coat of paining."
Best Western Grant Park Hotel,Good Location
Best Western Grant Park Hotel,"Great stay, highly recommend! Very comfortable, nice pillow and bed. They changed the sheets during our short stay, very clean. NOTHING to do with the property, but the door slamming of other guests was loud."
Best Western Grant Park Hotel,"Very Good The location was perfect for our purposes. Convenient to reach public transportation and much to do within easy walking distance. The room was comfortable and had adequate space, lighting, and outlets. Temperature control worked well. Room was serviced daily. Friendly helpful staff."
Best Western Grant Park Hotel,"Lovely location, close to park and amenities. Location great. Staff nice. Room comfy/clesn No decaf ;-)"
Best Western Grant Park Hotel,"Nice cozy hotel, great location and decent price Great location, comfortable and cozy room, spacious room, friendly staff, attached French bakery with delicious pastries/coffee and 10% discount for hotel guests.

We would like to thank the hotel for assigning us a corner room, which had a set of windows along the walls and allowed us to enjoy the amazing view of the downtown buildings and Lake Michigan. We stayed for a week and truly enjoyed our room. No microwave in the room.
No laundry service (that seems to be a downtown Chicago issue, not this hotel specifically), there’s no laundry service around, so plan accordingly or use app."
Best Western Grant Park Hotel,"Good Location, staff were friendly & very helpful. Thank you for a great visit! Hot water in room 318 fluctuated regularly, and was never ""hot"". The shower base is not fully enclosed so water from the curtain drips down out onto the washroom floor in a pool on towels. We understood it was a handicap access shower but this could be a big potential slip hazard.

Unfortunately the air con unit near the window leaked onto the carpet our whole stay.

We mentioned both areas to the front desk who said they would be attended to while we were out.

They offered to switch the room, but we declined as we thought the areas could get fixed. We tried our best to avoid the carpet on one side of the room.

My only recommendation would be to follow up with the guests to inform about the maintenance visit outcome"
Best Western Grant Park Hotel,Ideal location. I was attending the rugby game at Soldier Field and the hotel was ideally located. Additionally there were plenty of restaurants and bars in the immediate neighbourhood where supporters mingled. There were also parks and other tourist attractions within walking distance. Staff were courteous and helpful. Very little. I was aware of the traffic noise from the nearby Michigan Ave. but it wasn't an issue.
Best Western Grant Park Hotel,Valet definitely ruined this trip Location valet was very rude and unprofessional. You pay 58 dollars to have in and out privileges and ever time we needed our car it was a problem or issue. House keeping never came we had to hunt them down for towels
Best Western Grant Park Hotel,"Wonderful The staff was great, location, for me, was very convenient, it was clean and breakfast was good. I wrote a question and got an answer a day later, which was too late at that point. Nothing terrible but would have been amazing to have a quicker response."
"The Robey, Chicago, a Member of Design Hotels","Wonderful Loved the view, location, venue, bars, the staff. Really enjoyed everything. Only thing I'd say is the hold on the room charge to reimburse the money back to my card after checkout, but I understand it may take a few days."
"The Robey, Chicago, a Member of Design Hotels","One night stay- made very comfortable Location, clean, friendly, awesome neighborhood"
"The Robey, Chicago, a Member of Design Hotels",Exceptional How close it was to the venue we were attending and how easy check in and velet service was. Staff was very polite and friendly! No complaints
"The Robey, Chicago, a Member of Design Hotels",I will definitely stay at the Roby when I return to the area. Staff at check I. Were super nice and helpful. Always professional and welcoming.
"The Robey, Chicago, a Member of Design Hotels","Exceptional My best friend and I came up from Indy to enjoy the neighborhood for a couple days. Jose at the front reception was great! So nice and informative, really had our night starting off great! The rooms exceeded our expectations. The vibes, the window views, everything truly went perfect. We got to enjoy brunch at Cafe Robey and it was delicious! Highly recommend their biscuits and gravy. We also got to enjoy Le Labo just next door to the hotel, definitely should check out their Chicago limited scent. We had an amazing time, and staying at The Robey made is all the more fun!"
"The Robey, Chicago, a Member of Design Hotels","would stay here again in a heartbeat, fantastic views would stay here again, super nice and comfortable, great tacos on the roof when you need a snack location isn't my favorite in chicago, it's a bit sprawly, but still, it is walking distance to a few great places in wicker park, so it's on my list of top hotels to stay in for a short time"
"The Robey, Chicago, a Member of Design Hotels",Great! Highly recommended. Great location. Great amenities. The price
"The Robey, Chicago, a Member of Design Hotels","Comfortable, clean, stylish hotel perfect for local flavor. This was a very nice hotel if you wanted to experience a local vs super touristy part of Chicago. There were multiple restaurants and we liked the breakfast and the rooftop tacos. The staff was very friendly. There were TONS of nearby places to eat. Locally we mainly thrift shopped. Beds super comfortable. The trade off is it’s not super close to classic tourist sites."
"The Robey, Chicago, a Member of Design Hotels","Amazing staff, updated rooms, great nightlife on site Beautiful room and an awesome location We loved everything about it"
"The Robey, Chicago, a Member of Design Hotels",Exceptional close and convenient for where we were going and a lot of things are in walking distance.
Hyatt Place Chicago River North,Exceptional Too close the location what i want to go and peaceful To far to the from parking area and expensive hopefully your company will included the parking fee and hotel accommodation with or without
Hyatt Place Chicago River North,You can’t go wrong staying here. The customer service was amazing and so was the location.
Hyatt Place Chicago River North,Great stay at a very nice hotel and location in Chicago Location and clean rooms Nothing to comment
Hyatt Place Chicago River North,"Good stay but just FYI… The property had a modern look to it. The room was very clean upon arriving. The room had a fridge, tv, and very modern bathroom. The location made us feel very safe and it was close to many stores & all types of necessary locations that were all at a reasonable walking distance. Overall, I’d stay here again. It was nice and any complaints are just preference related that maybe others might care more for. Upon checking in, the receptionist was very nice however did not give us much info about where our room was. Pretty much just gave us our room keys with a number on it. Luckily we had the logic to use the first number of our room to find the floor we were on. There’s a restaurant that’s connected/part of the hotel that’s very loud during certain times. Making a main entrance to get to the “front desk” would be helpful. During our stay, one of the elevators was out of service which made wait time for one longer, so we just used the stairs. The hotel is also connected to another hotel that’s using the same building so we were told we go into marked doors that said the name of that other hotel and use their elevators, but we would end up in their lobby. So it didn’t quite make sense to us. In our king room (which you would think is one of their better suites), there was only a fridge. Would’ve been nice to include at least a microwave. No complimentary water (only for members) & only a coffee machine. THE TV KEPT HAVING ERRORS. At any channel, the cable tv would lag & freeze. And an error message would appear. It would be like for a good minute and occur every couple of minutes."
Hyatt Place Chicago River North,Exceptional Excellent location and very friendly staff. Our room was clean and spacious and the breakfast was nice with a good variety. There is a fire station across the street so there is often quite a lot noise on the lower floors from the incoming/outgoing fire engines. The hotel tries to mitigate this with earplugs and a noise canceller.
Hyatt Place Chicago River North,A beautiful experience with expert staff and terrific location The staff in particular. Everyone great and helpful. Marisol in particular was so gracious! Nothing
Hyatt Place Chicago River North,"Exceptional Great stay! Location exceeded expectations — lots to do around and walking distance to most attractions. Room was spacious, comfy, and clean. Breakfast hours are too limited, so it gets crowded. You need to go early to avoid stress. Food choices are limited and the setup is confusing."
Hyatt Place Chicago River North,Very Good Location to Riverwalk No parking or credit for parking
Hyatt Place Chicago River North,"It was a nice experience, staff were friendly, garage was a few blocks away and good breakfast. Even though we are a big Location NA"
Hyatt Place Chicago River North,Worthy Jess in the front desk was really nice all the time we were around! The breakfast was the best we’ve ever had. Thank you Santosi for the amazing experience! There was a nice lady working in the kitchen and she made my day with her joyful spirit! All fine.
Residence Inn by Marriott Chicago Downtown Magnificent Mile,"Good stay in Chicago Location, very comfortable, good breakfast No regular supply of English breakfast tea at breakfast!"
Residence Inn by Marriott Chicago Downtown Magnificent Mile,A Great Play to Stay confort
Residence Inn by Marriott Chicago Downtown Magnificent Mile,"Very Good Great location
Stylish hotel Bedding was an issue. 2 sheets with a duvet in between does not make for a comfortable sleep. You end up tangled in the sheets and the duvet is then exposed.

The automated curtains makes it hard to get them where you want them. Our room looked directly into the bedroom of the room next door so you needed to keep the blinds partially closed."
Residence Inn by Marriott Chicago Downtown Magnificent Mile,Staff was very friendly and the room was perfect for a little couples get away. Location
Residence Inn by Marriott Chicago Downtown Magnificent Mile,Perfect location and convenient for family traveling with small kids. They let us do early check in which was so nice traveling with young kids. Breakfast was excellent and the staffs were professional and kind. Kids loved the stuffed animal toys they gave during check in. They also hold our luggage kindly. The location is perfect being on the main avenue of where we wanted to visit. We were so happy with our staying and we will definitely be coming back! The noise from outside. Just lots of sirens from the city.
Residence Inn by Marriott Chicago Downtown Magnificent Mile,"Wonderful place to stay, clean, and close to everything! We loved the location! Just steps away from the Mag mile, and the loop! It was great!! The lobby was on the 20th floor… never saw that before."
Residence Inn by Marriott Chicago Downtown Magnificent Mile,Exceptional everything
Residence Inn by Marriott Chicago Downtown Magnificent Mile,"Everything was perfect other than hoping for full window view Everything was exceptional; however, I wish the booking details had been more specific about the city view type. I originally booked a city view hoping for floor-to-ceiling windows, but I ended up with a small window and was told it was first come, first served. N/A"
Residence Inn by Marriott Chicago Downtown Magnificent Mile,"Wonderful I love the location, right by Michigan Ave. And I actually stayed there before when it was the Conrad hotel years ago didn't realize until I got to my hotel room lol but the staff was super nice and the room was clean. I'll definitely be back."
Residence Inn by Marriott Chicago Downtown Magnificent Mile,Exceptional Everything Nothing
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,"Good location Location was great, Like the breakfast and the snacks & beverage happy hour. I ended up paying $200 more in fees from initial rate confirmed on booking.com due additional hotel fees."
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,We stayed here for a girls weekend to go to American Girl Doll and shop. It was a wonderful stay with a great location a Great location and amenities. Comfortable and clean rooms and spaces- excellent for a group. Parking on site and the ability to drive up to drop off and pick up out of the elements was great. Good breakfast and the bar area was nice and lots of TVs and space to hang out. The destination fee was a little confusing and we ended up losing our $25 ($50 since we had 2 rooms) the first night since I didn’t really look into it and we got there late. Just felt like an additional unnecessary fee in my opinion.
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,Great city but hotel charges ridiculous The hotel is perfectly located and it is an amazing city I was overcharged by about £700 with no explanation given. When checking out the bill was confirmed but then when the receipt came through it was different
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,"Good Very central position.
The room was really big."
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,"Had a good stay, everyone was very attentive. The friendliness Having to pay the $200 resort fee and having to use $25 a day in the restaurant whether I wanted to or not. So $50 is not givin back out of the $200"
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,Good hotel just inconsiderate to have construction going on at 2 am Great location nice rooms There was noisy construction work going on in the building two consecutive nights (all night!) making it impossible to sleep.
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,"Great place, great price, very clean. Great location, nice clean rooms, easy access to everything downtown. The housekeeping just walked in after knocking two times, this was at 9am when check out isn't even until 11 am. They should try to do better about seeing if people have checked out before entering."
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,Very Good Only problem was seating at breakfast to Otherwise we love staying there
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,Wonderful Yes
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,"Very Good The location of the hotel, the neatness of the hotel and a very ample of space for the family as the kids really enjoyed themselves. The parking at the hotel was too pricey $$$"
Godfrey Hotel Chicago,"Stay was great everything was lovely! Rooftop bar excellent! Beautiful, clean, convenient Price"
Godfrey Hotel Chicago,Good Massage was THE WORST
Godfrey Hotel Chicago,"Overall, very good and the rooftop bar was excellent Fantastic location Rooms not quite as luxurious as I would’ve hoped for the price range"
Godfrey Hotel Chicago,Very Good Good location! Clean.
Godfrey Hotel Chicago,Beautiful facility and very helpful staff Very spacious rooms and bathroom Would have liked a microwave in our room
Godfrey Hotel Chicago,Wonderful I didn’t know till the end of stay that I needed to ask for a microwave to be in my room
Godfrey Hotel Chicago,"Enjoyable- would return Modern, clean- great location Poor service at bar. The bar on ground floor not the roof scape bar"
Godfrey Hotel Chicago,Great stay. Great location. Nice housekeeping service. Asked for a microwave and they delivered within minutes. Thin walls and windows. Lots of outside noise.
Godfrey Hotel Chicago,"Wonderful The room was great, and is likely the most well lit hotel room I've ever stayed in. The front desk provided fiji water bottles whenever we needed them which was really nice. The rooftop was amazing, the drinks were good, the DJ was great, the atmosphere and vibes were immaculate and thankfully the food was actually very good. The only complaint I have was the wifi was very weak, other than that it was a great experience. And even with this issue I would still stay at this hotel again in the future."
Godfrey Hotel Chicago,Wonderful Everything Nothing really
Le Meridien Essex Chicago,Exceptional The location The last day was not a discount for the breakfast
Le Meridien Essex Chicago,Very Good Hotel is lovely and modern. Staff were helpful They charged me twice For my stay- I did receive a refund but it took a couple of days to come through which meant I was $900 short
Le Meridien Essex Chicago,"Would definitely stay here again, Chitown is a great city. Very helpful staff, great location. Nice and well priced bistro and bar. Shower water pressure could have been better, sink too low."
Le Meridien Essex Chicago,"We stayed at this hotel last year, we are happy with the service and price is reasonable so we came We took breakfast 1 morning and it is good. no comment"
Le Meridien Essex Chicago,"Great location for a family trip to Chicago! Clean, great location. Friendly staff. N/A"
Le Meridien Essex Chicago,My friend and I had a blast The room was nice clean the lobby was beautiful Everything was good no complaints
Le Meridien Essex Chicago,"Great location. Absolute comfort! Arrived late at night and emerged right into the city with easy walking distance to all major attractions. Super comfortable bed, well appointed room and loved the toiletries. Would absolutely stay here again. All good!"
Le Meridien Essex Chicago,Awesome! Customer service was amazing! Loved the restaurant on lower floor! Rooms were smaller than expected
Le Meridien Essex Chicago,Exceptional Nice and comfortable
Le Meridien Essex Chicago,Looking forward to my next visit! Loved the location and the stylish interiors. The staff was so helpful and friendly. Cafe was lovely. The bathroom layout was cramped and not enough towel racks for two people.
Hotel Lincoln,"Very Good Clean, convenient, quiet. Had to request refills of coffee, creamer, and toilet paper."
Hotel Lincoln,The property is in an area away from the touristy downtown. There are good choices to eat within walking distance. It was near the event we were attending. We had some issues with the shower which were resolved.
Hotel Lincoln,"All is well that ends well. We have been staying at The Hotel Lincoln for our Chicago visits since my bachelor party in June 1990 (likely 40 - 60 nights or so)! While the hotel itself could use some upgrading, the location, location, location is exceptional for our needs. We booked a Suite Room with a Lake View via Booking.com. We called the hotel the morning of check in from San Francisco Airport to confirm that we would be checking in around 9:30 pm and the hotel confirmed our Lake View room. Upon arrival the front desk indicated they did not have a Lake View Suite available. Really???? WTF!!! To make matters worse the clerk tried to blame Booking.com. Well, like any good hotel they did the right thing by offering to try to get the room we booked for the next two nights and gave us a $40 for credit. The next day we moved into the room we had booked and all was good. We know it’s petty to worry hotel room views … but we did pay a premium for that room. Bottom line is we will return to the Hotel Lincoln."
Hotel Lincoln,A wonderful stay without a doubt! The vibe The elevator
Hotel Lincoln,Very nice Convince to Lakeshore Drive and the beach along with resturants Slow elavators
Hotel Lincoln,Would go again Breakfast was fine Nothing
Hotel Lincoln,Very Good Great location. Had hot water coming out of both sink faucets at night. Difficult to brush teeth. Seemed to resolve itself by morning.
Hotel Lincoln,Dated hotel/ fair price/ excellent location Location great. Safe. Near restaurants bars in old town behind hotel Ice machines broken except on 1 floor
Hotel Lincoln,"Perfect place to stay while hanging out in Chicago, especially Lincoln Park. Eclectic vibe. Great location. Bed was a bit small."
Hotel Lincoln,"I would definitely stay there again because of the location. Great location, comfortable beds. The heating/cooling mechanicals were so noisy, sleep was impossible without ear plugs, even with them the motor was a dull roar."
Chinatown Hotel Chicago,"Good Easy to book, check in, location. Eh the stairs but no biggie"
Chinatown Hotel Chicago,"Close to metro and bakeries. No elevator. The hotel is just behind the gate of Chinatown. There is a big advantage, there are windows you can open, The street is quiet, so it is good to sleep there. You can find some bakeries and chinese restaurants in close neighborhood. Hot water goes almost immediately in the shower. There is a common fridge, microvawe and hot and cold water distributor. Red line metro station Cermak Rd. is very near. There is no lift although there are four floors. It would be nice to wash the carpets."
Chinatown Hotel Chicago,"For the price and location to McCormick Place it was worth it for a budget traveller It was close to the Red line No hangars in the closet
Sink was damaged"
Chinatown Hotel Chicago,Will come back for Chinatown Location Some smell
Chinatown Hotel Chicago,cheap sleep If your looking for a bang for your buck this is it!🤣 The rooms are simple and to the point. All the amenities of a larger room just kid size. So if your looking for an inexpensive stay in Chicago this is it. They have street parking but do not park on the street I repeat so not park on the street 😭 They charge $40-50 for parking trust me do it. Parked on the street and came out and somebody had stole my Cadillac converter it was literally parked right across from the hotel. So instead of being out $50 I'm out $450 😭🤦
Chinatown Hotel Chicago,Fair Good N/A
Chinatown Hotel Chicago,"Good Staff were nice, very cool location, good ac"
Chinatown Hotel Chicago,"Bare Bones Minimum here, but that is what we wanted. Staff was super friendly. Answered any questions I had. Had water, snack, etc. Available for $1.50 at the front. NO BUGS in the room. Shower head's internals were gone, so it shot out water like it was on jet mode. Rooms were ugly as hell"
Chinatown Hotel Chicago,"Good Cheap, and clean. Location Bare bones"
Chinatown Hotel Chicago,well we almost had our car tow because of the Chinese year they didn’t tell us but don’t come down here on Chinese New Y it was cheap and close to Chinatown parking
L7 Chicago by LOTTE,Rooms are amazing and staff are just as amazing Center of all what is happpening
L7 Chicago by LOTTE,Loved it Exceeded my expectations .
L7 Chicago by LOTTE,"I would return and highly recommend Amazing Location, large clean rooms very good value for money. Compliementary coffee was also great Everything was v good but if nitpicking a bigger gym and maybe more refined concierge service - Staff were very helpful added knowledge wasnt anything above & beyond what I would find online - ie more local expertise would hav ebeen a nice added bonus"
L7 Chicago by LOTTE,"Exceptional Amazing rooms, great service No complaints"
L7 Chicago by LOTTE,"Wonderful Clean, comfortable and quiet hotel in a great location. Loved the gym and coffee in the lobby. I was given a cupcake for my birthday which was a nice touch too. Nothing - everything was fab."
L7 Chicago by LOTTE,"First time visiting the city for a short stay Centrally located right next to the river, spacious room and lots of amenities"
L7 Chicago by LOTTE,"Really good hotel but needs some refining on service Great rooms
Comfortable
Good location
Clean Gym equipment limited
Housekeeping often came at 4pm/5pm which is not ideal on a city break
Reception were inconsistent. Saw numerous people given hot towels and information on check in but we were not given any of that
River view room was a stretch"
L7 Chicago by LOTTE,"Great location and comfort, a genuinely enjoyable stay. The location was perfect, and I loved the window seat looking out over the river — such a nice feature for a city hotel. The bed was super comfortable, and the room was refreshed with fresh towels every day. The door staff and reception were so good, the bellman guy was in a great mood everytime which just perks you up when you arrive back ! The cleaning staff were really lovely and even made small towel designs, which was a nice touch. The room we got wasn’t exactly what I paid for — it was very similar, just a bit smaller. The shower pressure also wasn’t the best, but it wasn’t a deal-breaker, and the bathroom itself was lovely. The TV was pretty old for such a modern hotel, which was a bit annoying, but we were able to use Google Chromecast from our phone/iPad so it still worked out fine."
L7 Chicago by LOTTE,"Excellent option for downtown stays. Work booked me into a hotel called Club Quarters around the corner from L7 and it was terrible. So I checked myself out and booked here instead. It’s lovely at almost the same price point as the terrible hotel. Will definitely stay again next time I come to Chicago for work. The staff was lovely, the room was spacious, stylish and clean. And best of all it was quiet. I couldn’t perceive any street noise or hallway noise, nor could I hear neighbors. This is not the hotel’s fault but as soon as you walk out the door you are hit over the head with the giant sign from the Trump International, and I don’t like that. Also the downtown location, while convenient for my work, leaves a lot to be desired in terms of nearby nightlife. But again that’s just downtown Chicago."
L7 Chicago by LOTTE,"Amazing stay The Suite we stayed in was beautiful! Amazing views, very very clean, wish we could have stayed longer! The Staff were absolutely amazing....very helpful, absolutely loved them. And the Valet Parking was wonderful! During our stay, I knew my car was safe, we traveled to Chicago to go to a show at the Theater, only a couple of blocks away, and the Hotel was within walking distance to everything we could possibly need. I would definitely tell people to stay there, and when we come back, I would definitely make this Hotel our Hotel to stay in at all times."
The Wade,"Unforgettable Easy check in, wonderful room, great view I loved how close it was to things"
The Wade,"Wonderful Location was great, close by to the lake, Navy Pier, John Hancock building, river walk.
Good views and room was cleaned every day."
The Wade,"Fun and great service at The Wade. Excellent location. Fantastic location, very friendly service, comfortable and easy to walk to main attractions. Just getting a little tired around the edges. But exceptional value."
The Wade,Very Good Very convenient location to Navy Pier and city center. Rooms were very clean and well maintained. The lake view is well worth the extra Price was expensive but for central Chicago acceptable.
The Wade,"It was amazing The view is absolutely amazing on either side. The city view or lakeview is beautiful. The location was close to everything, you can either walk or ride share depending on you. We liked everything"
The Wade,Would do again Location Felt a little confused with car and valet vs checking out and parking ability.
The Wade,Wonderful Great location Great coffee
The Wade,Wonderful Excellent location. Close to several attractions. you can go on foot. The room was very comfortable The nearest subway station was a bit far.
The Wade,Lovely location to explore Chicago Location is perfect. Staff helpful Lifts busy. Had to change rooms from next door to lift - this was managed very professionally
The Wade,"Very Good The view of the lake was a highlight, with easy proximity to the Navy Pier and the bike rental shop. Beds were very comfortable."
Arlo Chicago,We loved it and we’ll be back anytime we come downtown Close to everything! The restaurant was exceptional. Nothing
Arlo Chicago,"Great stay excellent location wonderful and friendly staff. Will return Great location, friendly and professional staff, rooms were wonderful. Would return as we have in the past but would request a room closer to Michigan Ave as those farest away were a little noisy from the El tracks. Parking is great with the validation discount. Antoine was especially helpful with the luggage and suggestions Nothing"
Arlo Chicago,"Great location to access local eateries and walking distance to magnificent mile Great location, good size clean rooms comfortable beds, friendly staff and able to store luggage. Noises could hear road noise and neighbours"
Arlo Chicago,"Very Good Friendly staff
Convenient location Traffic noise at times"
Arlo Chicago,Wonderful Staff
